TransactionID,UserID,RecipientID,Amount,Type,Date,UtilityType
1783,333,8,90.26,P2P,19/06/2024,
1784,26,,167.73,Utility,25/07/2024,Electricity
1785,234,6,837,Merchant,03/11/2024,
1786,33,59,251.09,P2P,13/07/2024,
1787,410,8,72.48,Merchant,05/05/2024,
1788,104,,80.72,Utility,30/11/2024,Water
1789,348,,78.36,Utility,08/01/2025,Water
1790,295,5,328.37,Merchant,07/07/2024,
1791,494,392,27.57,P2P,15/03/2024,
1792,89,,31.38,Utility,07/01/2025,Gas
1793,73,,50.25,Utility,19/12/2024,Gas
1794,284,225,125.6,P2P,23/03/2024,
1795,298,69,54.48,P2P,18/06/2024,
1796,434,20,382.37,Merchant,06/05/2024,
1797,81,451,246.05,P2P,16/01/2024,
1798,4,92,463.44,P2P,08/08/2024,
1799,362,19,888.05,Merchant,02/12/2024,
1800,214,16,695.43,Merchant,23/05/2024,
1801,106,328,139.12,P2P,06/11/2024,
1802,231,,63.07,Utility,13/07/2024,Electricity
1803,313,,600.31,Merchant,25/09/2024,
1804,368,,130.17,Utility,21/03/2024,Electricity
1805,322,,82.61,Utility,06/10/2024,Electricity
1806,286,99,63.17,P2P,01/01/2025,
1807,272,317,184.14,P2P,22/02/2024,
1808,390,17,227.08,Merchant,11/06/2024,
1809,395,7,283.66,Merchant,27/08/2024,
1810,100,408,78.86,P2P,24/09/2024,
1811,433,,109.55,Utility,25/06/2024,Electricity
1812,344,28,324.21,P2P,25/06/2024,
1813,146,223,129.43,P2P,22/06/2024,
1814,316,,27.8,Utility,28/03/2024,Water
1815,27,6,166.47,Merchant,18/09/2024,
1816,15,,112.68,Utility,26/01/2024,Electricity
1817,459,370,225.19,P2P,11/09/2024,
1818,297,,95.43,Utility,11/04/2024,Water
1819,347,,61.41,Utility,08/03/2024,Electricity
1820,167,51,122.37,P2P,07/09/2024,
1821,212,193,446.23,P2P,11/09/2024,
1822,38,,125.32,Utility,28/07/2024,Electricity
1823,456,,46.09,Utility,15/02/2024,Water
1824,233,199,189.88,P2P,03/09/2024,
1825,235,7,635.7,Merchant,23/08/2024,
1826,500,,56.4,Utility,25/10/2024,Electricity
1827,17,19,69.06,Merchant,21/06/2024,
1828,70,437,235.44,P2P,23/01/2024,
1829,215,390,175.07,P2P,20/05/2024,
1830,454,,128.65,Utility,07/09/2024,Water
1831,488,6,582.34,Merchant,21/04/2024,
1832,284,45,208.79,P2P,19/03/2024,
1833,268,,175.2,Utility,23/08/2024,Electricity
1834,303,,170.66,Utility,13/09/2024,Gas
1835,8,14,738.82,Merchant,16/07/2024,
1836,127,168,219.95,P2P,06/10/2024,
1837,114,5,914.62,Merchant,19/02/2024,
1838,460,214,490.19,P2P,06/06/2024,
1839,21,,152.03,Utility,23/01/2024,Water
1840,18,,115.6,Utility,29/10/2024,Gas
1841,415,4,457.92,Merchant,04/09/2024,
1842,124,286,377.77,P2P,23/12/2024,
1843,355,14,950.43,Merchant,16/11/2024,
1844,68,,73.24,Utility,25/09/2024,Water
1845,47,246,336.17,P2P,14/06/2024,
1846,83,15,859.34,Merchant,16/08/2024,
1847,383,1,976.66,Merchant,31/07/2024,
1848,238,448,353.05,P2P,15/12/2024,
1849,95,,132.83,Utility,29/03/2024,Water
1850,325,441,315.52,P2P,10/12/2024,
1851,198,11,535.61,Merchant,03/01/2025,
1852,152,,155.52,Utility,17/03/2024,Water
1853,485,18,579.48,Merchant,10/07/2024,
1854,107,3,624.25,Merchant,06/06/2024,
1855,172,2,519.59,Merchant,21/10/2024,
1856,466,12,889.1,Merchant,19/12/2024,
1857,57,,85.81,Utility,16/04/2024,Water
1858,21,,85.96,Utility,23/03/2024,Water
1859,287,3,565.15,Merchant,16/07/2024,
1860,397,71,490.72,P2P,12/01/2025,
1861,123,4,652.55,Merchant,17/10/2024,
1862,378,7,755.64,Merchant,06/01/2025,
1863,390,165,179.59,P2P,01/04/2024,
1864,137,14,284.37,Merchant,19/05/2024,
1865,33,,82.14,Utility,06/03/2024,Gas
1866,257,4,475.46,Merchant,07/05/2024,
1867,273,18,900.46,Merchant,09/02/2024,
1868,232,12,801.9,Merchant,27/12/2024,
1869,485,3,196.47,Merchant,26/01/2024,
1870,453,,35.72,Utility,04/04/2024,Gas
1871,460,148,479.34,P2P,26/08/2024,
1872,40,85,141.59,P2P,12/07/2024,
1873,357,255,79.5,P2P,11/07/2024,
1874,105,1,300.24,Merchant,19/04/2024,
1875,497,18,932.4,Merchant,06/10/2024,
1876,243,,95.62,Utility,05/09/2024,Water
1877,331,150,98.59,P2P,05/07/2024,
1878,12,428,473.99,P2P,17/04/2024,
1879,331,,94.1,Utility,19/11/2024,Gas
1880,336,11,491.29,Merchant,23/03/2024,
1881,341,17,843.49,Merchant,12/07/2024,
1882,228,,74.73,Utility,27/07/2024,Electricity
1883,460,,50.91,Utility,20/09/2024,Gas
1884,117,,86.94,Utility,27/02/2024,Gas
1885,395,76,179.79,P2P,22/11/2024,
1886,234,317,462.45,P2P,05/09/2024,
1887,365,10,190.46,Merchant,05/12/2024,
1888,90,5,169.64,Merchant,22/05/2024,
1889,60,163,289.39,P2P,18/12/2024,
1890,226,,86.54,Utility,06/01/2025,Electricity
1891,288,2,668.9,Merchant,01/01/2025,
1892,177,191,226.97,P2P,16/03/2024,
1893,500,274,154.27,P2P,19/04/2024,
1894,472,208,465.88,P2P,12/07/2024,
1895,394,486,231.73,P2P,21/10/2024,
1896,164,3,485.22,P2P,11/02/2024,
1897,280,11,650.77,Merchant,17/01/2024,
1898,152,,181.28,Utility,31/10/2024,Water
1899,342,410,284.79,P2P,27/01/2024,
1900,465,,80.96,Utility,05/10/2024,Electricity
1901,375,,182.03,Utility,03/10/2024,Electricity
1902,348,4,315,Merchant,20/06/2024,
1903,206,8,451.51,Merchant,16/12/2024,
1904,48,,29.91,Utility,03/08/2024,Water
1905,100,17,229.92,Merchant,15/07/2024,
1906,480,,55.23,Utility,14/12/2024,Electricity
1907,276,,141.87,Utility,12/06/2024,Electricity
1908,500,13,202.51,Merchant,11/02/2024,
1909,163,20,516.44,Merchant,14/11/2024,
1910,29,12,403.58,Merchant,24/06/2024,
1911,367,,86.53,Utility,24/04/2024,Gas
1912,7,,82.09,Utility,23/12/2024,Gas
1913,229,3,223.54,Merchant,19/10/2024,
1914,455,,153.47,Utility,10/08/2024,Gas
1915,412,,71.95,Utility,01/03/2024,Water
1916,497,,151.15,Utility,18/10/2024,Gas
1917,72,20,95.22,Merchant,11/11/2024,
1918,107,,105.43,Utility,06/09/2024,Water
1919,172,478,480.25,P2P,22/09/2024,
1920,388,,35.92,Utility,09/08/2024,Gas
1921,328,,94.61,Utility,18/10/2024,Water
1922,237,19,757.69,Merchant,24/01/2024,
1923,71,96,416.98,P2P,03/07/2024,
1924,149,16,51.81,Merchant,19/07/2024,
1925,424,,170.23,Utility,01/12/2024,Gas
1926,253,15,232.28,Merchant,22/10/2024,
1927,406,79,135.03,P2P,07/02/2024,
1928,490,16,132.94,Merchant,07/05/2024,
1929,341,,95.09,Utility,25/11/2024,Gas
1930,465,8,38.16,Merchant,17/06/2024,
1931,392,,108.75,Utility,25/01/2025,Electricity
1932,307,12,585.26,Merchant,29/11/2024,
1933,290,,176.3,Utility,22/10/2024,Water
1934,352,,195.37,Utility,08/11/2024,Electricity
1935,192,19,27.37,Merchant,30/01/2024,
1936,133,298,33.96,P2P,04/06/2024,
1937,164,,178.1,Utility,18/06/2024,Electricity
1938,183,28,139.97,P2P,19/10/2024,
1939,215,12,58.23,Merchant,09/01/2025,
1940,150,3,518.73,Merchant,31/07/2024,
1941,393,6,767.04,Merchant,15/09/2024,
1942,307,279,164.69,P2P,23/09/2024,
1943,162,10,278.74,Merchant,03/07/2024,
1944,358,12,104.88,Merchant,29/06/2024,
1945,297,,168.2,Utility,15/11/2024,Electricity
1946,71,10,379.28,Merchant,03/03/2024,
1947,249,,81.26,Utility,24/02/2024,Electricity
1948,53,80,254.17,P2P,11/03/2024,
1949,426,408,449.04,P2P,08/12/2024,
1950,315,17,847.61,Merchant,25/04/2024,
1951,365,4,423.17,Merchant,04/11/2024,
1952,470,60,410.33,P2P,30/11/2024,
1953,473,246,177.36,P2P,27/08/2024,
1954,354,,45.02,Utility,02/11/2024,Gas
1955,456,17,765.95,Merchant,17/11/2024,
1956,176,364,155.82,P2P,27/02/2024,
1957,382,114,68.71,P2P,21/10/2024,
1958,356,353,117.15,P2P,20/03/2024,
1959,65,67,490.65,P2P,05/06/2024,
1960,218,4,86.96,Merchant,23/06/2024,
1961,397,,156.32,Utility,25/09/2024,Electricity
1962,101,17,397.56,P2P,25/05/2024,
1963,263,2,474.39,Merchant,10/03/2024,
1964,466,,27.79,Utility,03/01/2025,Gas
1965,342,387,52.77,P2P,18/04/2024,
1966,64,7,591.73,Merchant,18/11/2024,
1967,103,344,179.01,P2P,20/07/2024,
1968,47,434,374.37,P2P,05/04/2024,
1969,143,12,358.68,Merchant,26/04/2024,
1970,438,20,249.4,Merchant,21/02/2024,
1971,292,51,410.7,P2P,22/05/2024,
1972,391,271,112.41,P2P,20/09/2024,
1973,99,,50.92,Utility,10/10/2024,Water
1974,3,4,924.99,Merchant,12/02/2024,
1975,472,16,372.8,Merchant,10/07/2024,
1976,302,226,338.4,P2P,29/12/2024,
1977,55,428,180.64,P2P,16/10/2024,
1978,195,,58.57,Utility,23/07/2024,Electricity
1979,209,390,492.38,P2P,02/11/2024,
1980,64,,39.86,Utility,19/04/2024,Electricity
1981,254,,146.85,Utility,03/11/2024,Water
1982,370,43,167.42,P2P,24/04/2024,
1983,60,,71.05,Utility,26/05/2024,Water
1984,377,,143.67,Utility,08/05/2024,Gas
1985,116,14,297.68,Merchant,08/10/2024,
1986,438,,53.98,Utility,05/07/2024,Electricity
1987,459,,189.03,Utility,22/05/2024,Gas
1988,92,346,248.37,P2P,15/11/2024,
1989,54,,98.85,Utility,07/07/2024,Water
1990,347,62,75.97,P2P,12/10/2024,
1991,206,19,977.8,Merchant,24/04/2024,
1992,380,34,185.04,P2P,22/08/2024,
1993,102,,56.05,Utility,30/04/2024,Gas
1994,63,430,215.23,P2P,01/09/2024,
1995,256,,157.67,Utility,28/01/2024,Water
1996,304,,156.13,Utility,05/11/2024,Water
1997,483,,84.1,Utility,09/03/2024,Water
1998,309,,197.75,Utility,12/03/2024,Water
1999,143,394,230.04,P2P,04/08/2024,
2000,63,,108.08,Utility,06/05/2024,Electricity
